URL,Fiyat,il,Ilce,Mahalle,Baslik,İlan Numarası,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Krediye Uygunluk,Yatırıma Uygunluk,Tapu Durumu,Site İçerisinde,Eşya Durumu,Takas,Banyo Sayısı,Fiyat Durumu,Aciklama,Aidat,İlan Oluşturma Tarihi,Kira Getirisi,Balkon Durumu,Kattaki Daire Sayısı,Balkon Sayısı,WC Sayısı,Ada,Parsel,Yapı Durumu,Yapı Tipi,İpotek Durumu,Banyo Metrekare,Salon Metrekare,WC Metrekare,Görüntülü Gezilebilir mi?,Zemin Etüdü,Balkon Tipi,Pafta,Balkon Metrekare
https://www.emlakjet.com/ilan/uskup-emlak-tan-camdibinde-3-katli-3-adet-11-mustakil-ev-18330482,4.750.000TL,İzmir,Bornova,Çınar Mahallesi,,18330482.0,26 Kasım 2025,Konut,Satılık,Müstakil Ev,50 m²,56 m²,1+1,21 Ve Üzeri,,3.0,Sobalı,Kiracı Oturuyor,Krediye Uygun,Bilinmiyor,Müstakil Tapulu,Hayır,Boş,Yok,1,Genel Fiyat,İlan Numarası18330482İlan Oluşturma Tarihi30 Ekim 2025İlan Güncelleme Tarihi26 Kasım 2025TürüKonutKategorisiSatılıkTipiMüstakil EvNet Metrekare50 m²Brüt Metrekare56 m²Oda Sayısı1+1Binanın Yaşı21 Ve ÜzeriBinanın Kat Sayısı3Isıtma TipiSobalıKullanım DurumuKiracı OturuyorKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuMüstakil TapuluSite İçerisindeHayırEşya DurumuBoşTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,30 Ekim 2025,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/bornova-ataturk-mah-yeni-binada-satilik-otoparkli-21-daire-18465466,5.800.000TL,İzmir,Bornova,Atatürk Mahallesi,,18465466.0,22 Kasım 2025,Konut,Satılık,Daire,57 m²,67 m²,2+1,5-10,1.Kat,4.0,Kombi Doğalgaz,Boş,Krediye Uygun,,Kat İrtifakı,Hayır,,Yok,1,Genel Fiyat,İlan Numarası18465466İlan Oluşturma Tarihi21 Kasım 2025İlan Güncelleme Tarihi22 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare57 m²Brüt Metrekare67 m²Oda Sayısı2+1Binanın Yaşı5-10Bulunduğu Kat1.KatBinanın Kat Sayısı4Isıtma TipiKombi DoğalgazKullanım DurumuBoşKrediye UygunlukKrediye UygunYapı Durumuİkinci ElYapı TipiBetonarmeTapu DurumuKat İrtifakıSite İçerisindeHayırTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,21 Kasım 2025,,,,,,,,İkinci El,Betonarme,,,,,,,,,
https://www.emlakjet.com/ilan/ataturk-mahallesinde-satilik-21-0-daireler-18362869,5.500.000TL,İzmir,Bornova,Atatürk Mahallesi,,18362869.0,05 Kasım 2025,Konut,Satılık,Daire,72 m²,90 m²,2+1,0 (Yeni),2.Kat,2.0,Kombi Doğalgaz,Boş,Krediye Uygun,Bilinmiyor,Kat İrtifakı,Hayır,Boş,Var,1,Genel Fiyat,İlan Numarası18362869İlan Güncelleme Tarihi05 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare72 m²Brüt Metrekare90 m²Oda Sayısı2+1Binanın Yaşı0 (Yeni)Bulunduğu Kat2.KatBinanın Kat Sayısı2Isıtma TipiKombi DoğalgazKullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat İrtifakıSite İçerisindeHayırEşya DurumuBoşTakasVarBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/bornova-altindag-birlikte-satilik-1-kat-21-daire-18438898,3.200.000TL,İzmir,Bornova,Birlik Mahallesi,,18438898.0,26 Kasım 2025,Konut,Satılık,Daire,85 m²,94 m²,3+1,21 Ve Üzeri,2.Kat,3.0,Klimalı,Kiracı Oturuyor,Krediye Uygun,,Kat Mülkiyeti,Hayır,,,1,Genel Fiyat,İlan Numarası18438898İlan Oluşturma Tarihi17 Kasım 2025İlan Güncelleme Tarihi26 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare85 m²Brüt Metrekare94 m²Oda Sayısı3+1Binanın Yaşı21 Ve ÜzeriBulunduğu Kat2.KatBinanın Kat Sayısı3Isıtma TipiKlimalıKullanım DurumuKiracı OturuyorKrediye UygunlukKrediye UygunTapu DurumuKat MülkiyetiSite İçerisindeHayırBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,17 Kasım 2025,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/bornova-umit-mahallesi-satilik-21-daire-18350338,3.650.000TL,İzmir,Bornova,Ümit Mahallesi,,18350338.0,03 Kasım 2025,Konut,Satılık,Daire,65 m²,71 m²,2+1,0 (Yeni),1.Kat,2.0,Kombi Doğalgaz,Boş,Krediye Uygun,Bilinmiyor,Kat İrtifakı,Hayır,Boş,Yok,1,Genel Fiyat,İlan Numarası18350338İlan Güncelleme Tarihi03 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare65 m²Brüt Metrekare71 m²Oda Sayısı2+1Binanın Yaşı0 (Yeni)Bulunduğu Kat1.KatBinanın Kat Sayısı2Isıtma TipiKombi DoğalgazKullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat İrtifakıSite İçerisindeHayırEşya DurumuBoşTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/pinarbasi-nda-park-manzarali-kose-konumlu-31-satilik-daire-18336228,4.500.000TL,İzmir,Bornova,Kemalpaşa Mahallesi,,18336228.0,31 Ekim 2025,Konut,Satılık,Daire,100 m²,105 m²,3+1,21 Ve Üzeri,3.Kat,4.0,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Krediye Uygun,,Kat Mülkiyeti,Hayır,,,1,Genel Fiyat,İlan Numarası18336228İlan Güncelleme Tarihi31 Ekim 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare100 m²Brüt Metrekare105 m²Oda Sayısı3+1Binanın Yaşı21 Ve ÜzeriBulunduğu Kat3.KatBinanın Kat Sayısı4Isıtma TipiKombi DoğalgazKullanım DurumuMülk Sahibi OturuyorKrediye UygunlukKrediye UygunTapu DurumuKat MülkiyetiSite İçerisindeHayırBanyo Sayısı1Ada22952Parsel21Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,22952.0,21.0,,,,,,,,,,,
https://www.emlakjet.com/ilan/bornova-ataturk-mah-terasli-sifir-41-tripleks-satilik-villa-18327369,23.500.000TL,İzmir,Bornova,Atatürk Mahallesi,,18327369.0,30 Ekim 2025,Konut,Satılık,Villa,200 m²,240 m²,4+1,0 (Yeni),,3.0,Yerden Isıtma,Boş,Krediye Uygun,Bilinmiyor,Kat Mülkiyeti,Hayır,Boş,Yok,2,Genel Fiyat,İlan Numarası18327369İlan Güncelleme Tarihi30 Ekim 2025TürüKonutKategorisiSatılıkTipiVillaNet Metrekare200 m²Brüt Metrekare240 m²Oda Sayısı4+1Binanın Yaşı0 (Yeni)Binanın Kat Sayısı3Isıtma TipiYerden IsıtmaKullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat MülkiyetiEşya DurumuBoşSite İçerisindeHayırTakasYokBanyo Sayısı2Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/bornova-yakakoy-de-759-m-arsa-icinde-satilik-31-dubleks-villa-18446715,17.850.000TL,İzmir,Bornova,Yakaköy Mahallesi,,18446715.0,19 Kasım 2025,Konut,Satılık,Villa,300 m²,400 m²,3+1,21 Ve Üzeri,,2.0,Klimalı,Mülk Sahibi Oturuyor,Krediye Uygun Değil,Bilinmiyor,Hisseli Tapu,Hayır,Boş,Yok,2,Genel Fiyat,İlan Numarası18446715İlan Oluşturma Tarihi18 Kasım 2025İlan Güncelleme Tarihi19 Kasım 2025TürüKonutKategorisiSatılıkTipiVillaNet Metrekare300 m²Brüt Metrekare400 m²Oda Sayısı3+1Binanın Yaşı21 Ve ÜzeriBinanın Kat Sayısı2Isıtma TipiKlimalıKullanım DurumuMülk Sahibi OturuyorKrediye UygunlukKrediye Uygun DeğilYatırıma UygunlukBilinmiyorTapu DurumuHisseli TapuSite İçerisindeHayırEşya DurumuBoşTakasYokBanyo Sayısı2Fiyat DurumuGenel FiyatDaha Fazla Gör,,18 Kasım 2025,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/satilik-daire31bornovakazimdirikmah-avcilar-ikaranfil-evleri-18413480,11.750.000TL,İzmir,Bornova,Kazımdirik Mahallesi,,18413480.0,13 Kasım 2025,Konut,Satılık,Daire,170 m²,200 m²,3+1,11-15,7.Kat,7.0,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Krediye Uygun,,Kat İrtifakı,Evet,,,2,Genel Fiyat,"İlan Numarası18413480İlan Güncelleme Tarihi13 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare170 m²Brüt Metrekare200 m²Oda Sayısı3+1Binanın Yaşı11-15Bulunduğu Kat7.KatBinanın Kat Sayısı7Isıtma TipiKombi DoğalgazKullanım DurumuMülk Sahibi OturuyorKrediye UygunlukKrediye UygunTapu DurumuKat İrtifakıİpotek DurumuVarSite İçerisindeEvetAidat3500 TLKira Getirisi65000 TLBanyo Sayısı2Balkon DurumuVarBalkon Sayısı3Balkon TipiAçık Balkon, Kapalı BalkonFiyat DurumuGenel FiyatDaha Fazla Gör",3500 TL,,65000 TL,Var,,3.0,,,,,,Var,,,,,,"Açık Balkon, Kapalı Balkon",,
https://www.emlakjet.com/ilan/satilik-mustakil-ev-camdibi-izmir-bornova-18354131,3.800.000TL,İzmir,Bornova,Çınar Mahallesi,,18354131.0,03 Kasım 2025,Konut,Satılık,Müstakil Ev,100 m²,110 m²,3+1,16-20,,2.0,Klimalı,Boş,Krediye Uygun,,Müstakil Tapulu,Hayır,,,1,Genel Fiyat,İlan Numarası18354131İlan Güncelleme Tarihi03 Kasım 2025TürüKonutKategorisiSatılıkTipiMüstakil EvNet Metrekare100 m²Brüt Metrekare110 m²Oda Sayısı3+1Binanın Yaşı16-20Binanın Kat Sayısı2Isıtma TipiKlimalıKullanım DurumuBoşKrediye UygunlukKrediye UygunTapu DurumuMüstakil TapuluSite İçerisindeHayırBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/turpa-heykel-den-hizli-satis-hemen-tapu-bahceli-175-m2-daire-18395920,4.950.000TL,İzmir,Bornova,İnönü Mahallesi,,18395920.0,10 Kasım 2025,Konut,Satılık,Daire,115 m²,180 m²,3+1,21 Ve Üzeri,Yüksek Giriş,5.0,Kombi Doğalgaz,Boş,Bilinmiyor,,Kat Mülkiyeti,Hayır,,Yok,2,Genel Fiyat,İlan Numarası18395920İlan Güncelleme Tarihi10 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare115 m²Brüt Metrekare180 m²Oda Sayısı3+1Binanın Yaşı21 Ve ÜzeriBulunduğu KatYüksek GirişBinanın Kat Sayısı5Isıtma TipiKombi DoğalgazKullanım DurumuBoşKrediye UygunlukBilinmiyorTapu DurumuKat MülkiyetiSite İçerisindeHayırAidat250 TLTakasYokBanyo Sayısı2Fiyat DurumuGenel FiyatDaha Fazla Gör,250 TL,,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/bornova-da-yatirimlik-3-kat-imarli-mustakil-satilik-ev-18449725,14.000.000TL,İzmir,Bornova,Ergene Mahallesi,,18449725.0,19 Kasım 2025,Konut,Satılık,Daire,187 m²,190 m²,3+1,21 Ve Üzeri,Villa Tipi,1.0,Kombi Doğalgaz,Boş,Bilinmiyor,,Kat Mülkiyeti,Hayır,,Yok,1,Genel Fiyat,İlan Numarası18449725İlan Oluşturma Tarihi19 Kasım 2025İlan Güncelleme Tarihi19 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare187 m²Brüt Metrekare190 m²Oda Sayısı3+1Binanın Yaşı21 Ve ÜzeriBulunduğu KatVilla TipiBinanın Kat Sayısı1Isıtma TipiKombi DoğalgazKullanım DurumuBoşKrediye UygunlukBilinmiyorTapu DurumuKat MülkiyetiSite İçerisindeHayırTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,19 Kasım 2025,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/bornova-ciceklikoyde-ormanin-icinde-satilik-havuzlu-villa-18500478,23.500.000TL,İzmir,Bornova,Çiçekli Mahallesi,,18500478.0,27 Kasım 2025,Konut,Satılık,Villa,135 m²,150 m²,3+1,3,,1.0,Isı Pompası,Boş,Bilinmiyor,,Hisseli Tapu,Hayır,,Var,2,Genel Fiyat,İlan Numarası18500478İlan Oluşturma Tarihi27 Kasım 2025İlan Güncelleme Tarihi27 Kasım 2025TürüKonutKategorisiSatılıkTipiVillaNet Metrekare135 m²Brüt Metrekare150 m²Oda Sayısı3+1Binanın Yaşı3Binanın Kat Sayısı1Isıtma TipiIsı PompasıKullanım DurumuBoşKrediye UygunlukBilinmiyorTapu DurumuHisseli TapuSite İçerisindeHayırTakasVarBanyo Sayısı2Fiyat DurumuGenel FiyatDaha Fazla Gör,,27 Kasım 2025,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/kizilay-mahallesinde-ferah-genis-daire-11-satilik-18400657,3.550.000TL,İzmir,Bornova,Kızılay Mahallesi,,18400657.0,11 Kasım 2025,Konut,Satılık,Daire,85 m²,100 m²,1+1,4,3.Kat,3.0,Klimalı,Boş,Bilinmiyor,Bilinmiyor,Kat İrtifakı,Hayır,,Yok,1,Genel Fiyat,İlan Numarası18400657İlan Güncelleme Tarihi11 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare85 m²Brüt Metrekare100 m²Oda Sayısı1+1Binanın Yaşı4Bulunduğu Kat3.KatBinanın Kat Sayısı3Isıtma TipiKlimalıKullanım DurumuBoşKrediye UygunlukBilinmiyorYatırıma UygunlukBilinmiyorTapu DurumuKat İrtifakıSite İçerisindeHayırTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/bornova-doganlarda-satilik-21-genis-daire-18498315,2.950.000TL,İzmir,Bornova,Doğanlar Mahallesi,,18498315.0,27 Kasım 2025,Konut,Satılık,Daire,95 m²,110 m²,2+1,21 Ve Üzeri,Düz Giriş (Zemin),5.0,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Krediye Uygun,,Kat Mülkiyeti,Hayır,,Yok,1,Genel Fiyat,İlan Numarası18498315İlan Oluşturma Tarihi27 Kasım 2025İlan Güncelleme Tarihi27 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare95 m²Brüt Metrekare110 m²Oda Sayısı2+1Binanın Yaşı21 Ve ÜzeriBulunduğu KatDüz Giriş (Zemin)Binanın Kat Sayısı5Isıtma TipiKombi DoğalgazKullanım DurumuMülk Sahibi OturuyorKrediye UygunlukKrediye UygunTapu DurumuKat MülkiyetiSite İçerisindeHayırTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,27 Kasım 2025,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/artenew-den-31-arakat-manzarali-cadde-uzeri-satilik-dare-18492242,4.250.000TL,İzmir,Bornova,Atatürk Mahallesi,,18492242.0,26 Kasım 2025,Konut,Satılık,Daire,110 m²,120 m²,3+1,21 Ve Üzeri,4.Kat,5.0,Kombi Doğalgaz,Kiracı Oturuyor,Krediye Uygun,Bilinmiyor,Kat Mülkiyeti,Hayır,Boş,Var,1,Genel Fiyat,İlan Numarası18492242İlan Oluşturma Tarihi26 Kasım 2025İlan Güncelleme Tarihi26 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare110 m²Brüt Metrekare120 m²Oda Sayısı3+1Binanın Yaşı21 Ve ÜzeriBulunduğu Kat4.KatBinanın Kat Sayısı5Isıtma TipiKombi DoğalgazKullanım DurumuKiracı OturuyorKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat MülkiyetiSite İçerisindeHayırEşya DurumuBoşTakasVarBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,26 Kasım 2025,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/parkyasam-bornova-sitesi-nde-31-havuz-cepheli-satilik-daire-18492412,12.000.000TL,İzmir,Bornova,Kazımdirik Mahallesi,,18492412.0,26 Kasım 2025,Konut,Satılık,Daire,85 m²,97 m²,3+1,1,4.Kat,13.0,Merkezi (Pay Ölçer),Mülk Sahibi Oturuyor,Krediye Uygun,Bilinmiyor,Kat İrtifakı,Evet,Eşyalı,Yok,2,Genel Fiyat,İlan Numarası18492412İlan Oluşturma Tarihi26 Kasım 2025İlan Güncelleme Tarihi26 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare85 m²Brüt Metrekare97 m²Oda Sayısı3+1Binanın Yaşı1Bulunduğu Kat4.KatBinanın Kat Sayısı13Isıtma TipiMerkezi (Pay Ölçer)Kullanım DurumuMülk Sahibi OturuyorKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat İrtifakıSite İçerisindeEvetEşya DurumuEşyalıTakasYokBanyo Sayısı2Fiyat DurumuGenel FiyatDaha Fazla Gör,,26 Kasım 2025,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/bornova-ataturk-mahallesinde-uc-cepheli-31-satilik-daire-18328635,5.500.000TL,İzmir,Bornova,Atatürk Mahallesi,,18328635.0,27 Kasım 2025,Konut,Satılık,Daire,120 m²,130 m²,3+1,21 Ve Üzeri,3.Kat,3.0,Isıtma Yok,Boş,Bilinmiyor,,Kat İrtifakı,Hayır,,Yok,1,Genel Fiyat,İlan Numarası18328635İlan Oluşturma Tarihi30 Ekim 2025İlan Güncelleme Tarihi27 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare120 m²Brüt Metrekare130 m²Oda Sayısı3+1Binanın Yaşı21 Ve ÜzeriBulunduğu Kat3.KatBinanın Kat Sayısı3Isıtma TipiIsıtma YokKullanım DurumuBoşKrediye UygunlukBilinmiyorTapu DurumuKat İrtifakıSite İçerisindeHayırTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,30 Ekim 2025,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/fb-gayrimenkul-den-yaka-da-mustakil-tapulu-bahceli-kagir-ev-18389321,7.850.000TL,İzmir,Bornova,Yakaköy Mahallesi,,18389321.0,09 Kasım 2025,Konut,Satılık,Müstakil Ev,60 m²,75 m²,2+1,21 Ve Üzeri,,1.0,Isıtma Yok,Kiracı Oturuyor,Krediye Uygun,Bilinmiyor,Müstakil Tapulu,Hayır,,Yok,1,Genel Fiyat,İlan Numarası18389321İlan Güncelleme Tarihi09 Kasım 2025TürüKonutKategorisiSatılıkTipiMüstakil EvNet Metrekare60 m²Brüt Metrekare75 m²Oda Sayısı2+1Binanın Yaşı21 Ve ÜzeriBinanın Kat Sayısı1Isıtma TipiIsıtma YokKullanım DurumuKiracı OturuyorKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuMüstakil TapuluSite İçerisindeHayırTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/bornova-evka-3-aegean-forest-loft-doga-manzarali-luks-daire-18413258,9.950.000TL,İzmir,Bornova,Erzene Mahallesi,,18413258.0,13 Kasım 2025,Konut,Satılık,Daire,85 m²,95 m²,1+1,0 (Yeni),2.Kat,5.0,Yerden Isıtma,Boş,Krediye Uygun,,Kat İrtifakı,Hayır,,Var,2,Genel Fiyat,İlan Numarası18413258İlan Güncelleme Tarihi13 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare85 m²Brüt Metrekare95 m²Oda Sayısı1+1Binanın Yaşı0 (Yeni)Bulunduğu Kat2.KatBinanın Kat Sayısı5Isıtma TipiYerden IsıtmaKullanım DurumuBoşKrediye UygunlukKrediye UygunTapu DurumuKat İrtifakıSite İçerisindeHayırTakasVarBanyo Sayısı2Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/128-m2-bahceli-mustakil-ev-18421508,4.750.000TL,İzmir,Bornova,Zafer Mahallesi,,18421508.0,14 Kasım 2025,Konut,Satılık,Müstakil Ev,100 m²,128 m²,2+1,21 Ve Üzeri,,1.0,Kombi Doğalgaz,Boş,Krediye Uygun,Bilinmiyor,Müstakil Tapulu,Hayır,Boş,Yok,1,Genel Fiyat,İlan Numarası18421508İlan Güncelleme Tarihi14 Kasım 2025TürüKonutKategorisiSatılıkTipiMüstakil EvNet Metrekare100 m²Brüt Metrekare128 m²Oda Sayısı2+1Binanın Yaşı21 Ve ÜzeriBinanın Kat Sayısı1Isıtma TipiKombi DoğalgazKullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuMüstakil TapuluEşya DurumuBoşSite İçerisindeHayırTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/yasar-univ-karsisi-myvia-414te-full-esyali-satilik-10-daire-18430224,4.150.000TL,İzmir,Bornova,Kazımdirik Mahallesi,,18430224.0,16 Kasım 2025,Konut,Satılık,Daire,35 m²,45 m²,Stüdyo,5-10,3.Kat,6.0,Merkezi (Pay Ölçer),Kiracı Oturuyor,Krediye Uygun,Bilinmiyor,Kat İrtifakı,Evet,Eşyalı,Yok,1,Genel Fiyat,İlan Numarası18430224İlan Oluşturma Tarihi16 Kasım 2025İlan Güncelleme Tarihi16 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare35 m²Brüt Metrekare45 m²Oda SayısıStüdyoBinanın Yaşı5-10Bulunduğu Kat3.KatBinanın Kat Sayısı6Isıtma TipiMerkezi (Pay Ölçer)Kullanım DurumuKiracı OturuyorKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat İrtifakıSite İçerisindeEvetEşya DurumuEşyalıTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,16 Kasım 2025,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/goldiva-familya-sitesinde-ici-full-yeni-31-firsat-daire-18328899,10.500.000TL,İzmir,Bornova,Meriç Mahallesi,,18328899.0,19 Kasım 2025,Konut,Satılık,Daire,125 m²,140 m²,3+1,4,2.Kat,10.0,Merkezi (Pay Ölçer),Mülk Sahibi Oturuyor,Krediye Uygun,,Kat İrtifakı,Hayır,,Yok,2,Genel Fiyat,İlan Numarası18328899İlan Güncelleme Tarihi19 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare125 m²Brüt Metrekare140 m²Oda Sayısı3+1Binanın Yaşı4Bulunduğu Kat2.KatBinanın Kat Sayısı10Isıtma TipiMerkezi (Pay Ölçer)Kullanım DurumuMülk Sahibi OturuyorKrediye UygunlukKrediye UygunYapı Durumuİkinci ElYapı TipiBetonarmeTapu DurumuKat İrtifakıSite İçerisindeHayırAidat3000 TLKira Getirisi60000 TLTakasYokBanyo Sayısı2Fiyat DurumuGenel FiyatDaha Fazla Gör,3000 TL,,60000 TL,,,,,,,İkinci El,Betonarme,,,,,,,,,
https://www.emlakjet.com/ilan/artenew-den-11-sifir-dogalgazli-asansorlu-bitmek-uzere-firsat-satilik-daire-18355391,4.250.000TL,İzmir,Bornova,Kızılay Mahallesi,,18355391.0,03 Kasım 2025,Konut,Satılık,Daire,48 m²,55 m²,1+1,0 (Yeni),3.Kat,4.0,Kombi Doğalgaz,Boş,Krediye Uygun,Yatırıma Uygun,Kat İrtifakı,Hayır,Boş,Var,1,Genel Fiyat,İlan Numarası18355391İlan Güncelleme Tarihi03 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare48 m²Brüt Metrekare55 m²Oda Sayısı1+1Binanın Yaşı0 (Yeni)Bulunduğu Kat3.KatBinanın Kat Sayısı4Isıtma TipiKombi DoğalgazKullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukYatırıma UygunYapı DurumuSıfırTapu DurumuKat İrtifakıSite İçerisindeHayırEşya DurumuBoşAidat100 TLKira Getirisi25000 TLTakasVarBanyo Sayısı1Balkon DurumuVarWC Sayısı1Fiyat DurumuGenel FiyatGörüntülü Gezilebilir mi?EvetDaha Fazla Gör,100 TL,,25000 TL,Var,,,1.0,,,Sıfır,,,,,,Evet,,,,
https://www.emlakjet.com/ilan/altindag-zafer-mahalesinde-bos-masrafsiz-satilik-21-daire-18467525,2.550.000TL,İzmir,Bornova,Zafer Mahallesi,,18467525.0,22 Kasım 2025,Konut,Satılık,Daire,85 m²,90 m²,2+1,21 Ve Üzeri,Yüksek Giriş,3.0,Isıtma Yok,Boş,Krediye Uygun,Bilinmiyor,Kat Mülkiyeti,Hayır,Boş,Yok,1,Genel Fiyat,İlan Numarası18467525İlan Oluşturma Tarihi22 Kasım 2025İlan Güncelleme Tarihi22 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare85 m²Brüt Metrekare90 m²Oda Sayısı2+1Binanın Yaşı21 Ve ÜzeriBulunduğu KatYüksek GirişBinanın Kat Sayısı3Isıtma TipiIsıtma YokKullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat MülkiyetiSite İçerisindeHayırEşya DurumuBoşTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,22 Kasım 2025,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/izmir-bornova-sarnic-koyunde-bornova-tunellerin-usttarafinda-sarnic-koy-icinde-256m2-bahceli-ev-18404963,3.300.000TL,İzmir,Bornova,Sarnıçköy Mahallesi,,18404963.0,12 Kasım 2025,Konut,Satılık,Müstakil Ev,120 m²,256 m²,2+1,21 Ve Üzeri,,2.0,Sobalı,Boş,Krediye Uygun Değil,Bilinmiyor,Müstakil Tapulu,Hayır,,Yok,1,Genel Fiyat,İlan Numarası18404963İlan Güncelleme Tarihi12 Kasım 2025TürüKonutKategorisiSatılıkTipiMüstakil EvNet Metrekare120 m²Brüt Metrekare256 m²Oda Sayısı2+1Binanın Yaşı21 Ve ÜzeriBinanın Kat Sayısı2Isıtma TipiSobalıKullanım DurumuBoşKrediye UygunlukKrediye Uygun DeğilYatırıma UygunlukBilinmiyorTapu DurumuMüstakil TapuluSite İçerisindeHayırTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,,,
