URL,Fiyat,Baslik,İl,İlçe,Mahalle,İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Krediye Uygunluk,Yatırıma Uygunluk,Tapu Durumu,Site İçerisinde,Eşya Durumu,Takas,Banyo Sayısı,Fiyat Durumu,Aciklama,Yapı Durumu,Yapı Tipi,Kira Getirisi,Balkon Durumu,Balkon Sayısı,Balkon Tipi,İpotek Durumu,Aidat,Banyo Metrekare,Balkon Metrekare,Salon Metrekare,WC Sayısı,WC Metrekare,Ada,Parsel,Görüntülü Gezilebilir mi?,Zemin Etüdü,Kattaki Daire Sayısı
https://www.emlakjet.com/ilan/41-tripleks-satilik-mustakil-ev-18263890,11.200.000 TL,,İzmir,Bornova,Atatürk Mahallesi,18263890,,19 Ekim 2025,Konut,Satılık,Müstakil Ev,140 m²,165 m²,4+1,0 (Yeni),,3,Kombi Doğalgaz,Boş,Krediye Uygun,Bilinmiyor,Kat Mülkiyeti,Hayır,Boş,Var,2,Genel Fiyat,İlan Numarası18263890İlan Güncelleme Tarihi19 Ekim 2025TürüKonutKategorisiSatılıkTipiMüstakil EvNet Metrekare140 m²Brüt Metrekare165 m²Oda Sayısı4+1Binanın Yaşı0 (Yeni)Binanın Kat Sayısı3Isıtma TipiKombi DoğalgazKullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat MülkiyetiEşya DurumuBoşSite İçerisindeHayırTakasVarBanyo Sayısı2Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/sertac-gayrimenkulden-ucartibir-fulyapili-ful-kiredi-cekile-bilir-18141533,4.750.000 TL,,İzmir,Bornova,Atatürk Mahallesi,18141533,28 Eylül 2025,29 Kasım 2025,Konut,Satılık,Daire,110 m²,120 m²,3+1,21 Ve Üzeri,2.Kat,4,Kombi Doğalgaz,Boş,Krediye Uygun,,Kooperatiften Tapu,Evet,,,1,Genel Fiyat,İlan Numarası18141533İlan Oluşturma Tarihi28 Eylül 2025İlan Güncelleme Tarihi29 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare110 m²Brüt Metrekare120 m²Oda Sayısı3+1Binanın Yaşı21 Ve ÜzeriBulunduğu Kat2.KatBinanın Kat Sayısı4Isıtma TipiKombi DoğalgazKullanım DurumuBoşKrediye UygunlukKrediye UygunTapu DurumuKooperatiften TapuSite İçerisindeEvetBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/doga-dostu-ndan-ikon-live-0-99-faiz-imkani-ile-konforlu-yasam-18214754,20.500.000 TL,,İzmir,Bornova,Yeşilova Mahallesi,18214754,,10 Ekim 2025,Konut,Satılık,Daire,150 m²,170 m²,3+1,0 (Yeni),12.Kat,24,Yerden Isıtma,Boş,Krediye Uygun,Bilinmiyor,Kat Mülkiyeti,Evet,Eşyalı,Yok,2,Genel Fiyat,İlan Numarası18214754İlan Güncelleme Tarihi10 Ekim 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare150 m²Brüt Metrekare170 m²Oda Sayısı3+1Binanın Yaşı0 (Yeni)Bulunduğu Kat12.KatBinanın Kat Sayısı24Isıtma TipiYerden IsıtmaKullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat MülkiyetiSite İçerisindeEvetEşya DurumuEşyalıTakasYokBanyo Sayısı2Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/bornova-tuna-mah-satilik-arakat-95-m2-kapali-mutfak-daire-18229709,2.750.000 TL,,İzmir,Bornova,Tuna Mahallesi,18229709,,07 Kasım 2025,Konut,Satılık,Daire,90 m²,95 m²,2+1,21 Ve Üzeri,1.Kat,3,Isıtma Yok,Kiracı Oturuyor,Krediye Uygun,Bilinmiyor,Kat Mülkiyeti,Hayır,Boş,Yok,1,Genel Fiyat,İlan Numarası18229709İlan Güncelleme Tarihi07 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare90 m²Brüt Metrekare95 m²Oda Sayısı2+1Binanın Yaşı21 Ve ÜzeriBulunduğu Kat1.KatBinanın Kat Sayısı3Isıtma TipiIsıtma YokKullanım DurumuKiracı OturuyorKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat MülkiyetiSite İçerisindeHayırEşya DurumuBoşTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/bornova-ciceklikoy-satilik-mustakil-ev-1-000-m2-bahce-18194678,15.500.000 TL,,İzmir,Bornova,Çiçekli Mahallesi,18194678,,09 Ekim 2025,Konut,Satılık,Müstakil Ev,225 m²,250 m²,5+2,5-10,,2,Klimalı,Mülk Sahibi Oturuyor,Krediye Uygun Değil,Bilinmiyor,Hisseli Tapu,Hayır,Boş,Yok,2,Genel Fiyat,İlan Numarası18194678İlan Güncelleme Tarihi09 Ekim 2025TürüKonutKategorisiSatılıkTipiMüstakil EvNet Metrekare225 m²Brüt Metrekare250 m²Oda Sayısı5+2Binanın Yaşı5-10Binanın Kat Sayısı2Isıtma TipiKlimalıKullanım DurumuMülk Sahibi OturuyorKrediye UygunlukKrediye Uygun DeğilYatırıma UygunlukBilinmiyorTapu DurumuHisseli TapuEşya DurumuBoşSite İçerisindeHayırTakasYokBanyo Sayısı2Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/yunus-emre-turk-koleji-nin-karsisinda-31-satilik-daire-18253773,3.800.000 TL,,İzmir,Bornova,Mevlana Mahallesi,18253773,,17 Ekim 2025,Konut,Satılık,Daire,130 m²,135 m²,3+1,21 Ve Üzeri,2.Kat,3,Isıtma Yok,Kiracı Oturuyor,Krediye Uygun,Bilinmiyor,Kat Mülkiyeti,Hayır,Boş,Yok,1,Genel Fiyat,İlan Numarası18253773İlan Güncelleme Tarihi17 Ekim 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare130 m²Brüt Metrekare135 m²Oda Sayısı3+1Binanın Yaşı21 Ve ÜzeriBulunduğu Kat2.KatBinanın Kat Sayısı3Isıtma TipiIsıtma YokKullanım DurumuKiracı OturuyorKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat MülkiyetiSite İçerisindeHayırEşya DurumuBoşTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/folkart-incity-esi-benzeri-olmayan-140m2-bahceli-premium-11-18228500,11.000.000 TL,,İzmir,Bornova,Kazımdirik Mahallesi,18228500,,12 Ekim 2025,Konut,Satılık,Daire,45 m²,140 m²,1+1,5-10,20.Kat,28,Merkezi (Pay Ölçer),Kiracı Oturuyor,Krediye Uygun,Bilinmiyor,Kat Mülkiyeti,Evet,Eşyalı,Yok,1,Genel Fiyat,İlan Numarası18228500İlan Güncelleme Tarihi12 Ekim 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare45 m²Brüt Metrekare140 m²Oda Sayısı1+1Binanın Yaşı5-10Bulunduğu Kat20.KatBinanın Kat Sayısı28Isıtma TipiMerkezi (Pay Ölçer)Kullanım DurumuKiracı OturuyorKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat MülkiyetiSite İçerisindeEvetEşya DurumuEşyalıTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/bornova-evka-3-te-ultra-luks-site-18187291,20.785.000 TL,,İzmir,Bornova,Erzene Mahallesi,18187291,,08 Ekim 2025,Konut,Satılık,Daire,118 m²,152 m²,3+1,0 (Yeni),2.Kat,4,Merkezi (Pay Ölçer),Boş,Krediye Uygun,Bilinmiyor,Kat İrtifakı,Evet,Boş,Var,2,Genel Fiyat,İlan Numarası18187291İlan Güncelleme Tarihi08 Ekim 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare118 m²Brüt Metrekare152 m²Oda Sayısı3+1Binanın Yaşı0 (Yeni)Bulunduğu Kat2.KatBinanın Kat Sayısı4Isıtma TipiMerkezi (Pay Ölçer)Kullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat İrtifakıSite İçerisindeEvetEşya DurumuBoşTakasVarBanyo Sayısı2Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/ataturk-mahallesi-yavuz-caddesi-satilik-21-kapali-mutfak-daire-18249603,4.400.000 TL,,İzmir,Bornova,Atatürk Mahallesi,18249603,,16 Ekim 2025,Konut,Satılık,Daire,100 m²,109 m²,2+1,21 Ve Üzeri,4.Kat,4,Kombi Doğalgaz,Boş,Krediye Uygun,Bilinmiyor,Kat Mülkiyeti,Hayır,Boş,Yok,1,Genel Fiyat,İlan Numarası18249603İlan Güncelleme Tarihi16 Ekim 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare100 m²Brüt Metrekare109 m²Oda Sayısı2+1Binanın Yaşı21 Ve ÜzeriBulunduğu Kat4.KatBinanın Kat Sayısı4Isıtma TipiKombi DoğalgazKullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat MülkiyetiSite İçerisindeHayırEşya DurumuBoşTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/bornova-da-yatirima-ve-oturuma-uygun-satilik-daire-18208652,5.400.000 TL,,İzmir,Bornova,Erzene Mahallesi,18208652,,09 Ekim 2025,Konut,Satılık,Daire,62 m²,80 m²,2+1,11-15,4.Kat,5,Kombi Doğalgaz,Kiracı Oturuyor,Krediye Uygun,,Kat Mülkiyeti,Hayır,,,1,Genel Fiyat,İlan Numarası18208652İlan Güncelleme Tarihi09 Ekim 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare62 m²Brüt Metrekare80 m²Oda Sayısı2+1Binanın Yaşı11-15Bulunduğu Kat4.KatBinanın Kat Sayısı5Isıtma TipiKombi DoğalgazKullanım DurumuKiracı OturuyorKrediye UygunlukKrediye UygunTapu DurumuKat MülkiyetiSite İçerisindeHayırBanyo Sayısı1Ada139Parsel36Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,139.0,36.0,,,
https://www.emlakjet.com/ilan/erdemay-emlaktan-satilik-31-fmerkezi-yerde-ara-kat-ana-cadde-uzeri-18256918,4.000.000 TL,,İzmir,Bornova,Evka 4 Mahallesi,18256918,17 Ekim 2025,20 Kasım 2025,Konut,Satılık,Daire,95 m²,98 m²,3+1,21 Ve Üzeri,3.Kat,8,Isıtma Yok,Kiracı Oturuyor,Krediye Uygun,,Kat Mülkiyeti,Hayır,,,1,Genel Fiyat,İlan Numarası18256918İlan Oluşturma Tarihi17 Ekim 2025İlan Güncelleme Tarihi20 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare95 m²Brüt Metrekare98 m²Oda Sayısı3+1Binanın Yaşı21 Ve ÜzeriBulunduğu Kat3.KatBinanın Kat Sayısı8Isıtma TipiIsıtma YokKullanım DurumuKiracı OturuyorKrediye UygunlukKrediye UygunTapu DurumuKat MülkiyetiSite İçerisindeHayırBanyo Sayısı1Ada8289Parsel1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,8289.0,1.0,,,
https://www.emlakjet.com/ilan/ataturk-mahallesinde-acil-satilik-iki-katli-mustakil-ev-18171222,10.900.000 TL,,İzmir,Bornova,Atatürk Mahallesi,18171222,,05 Ekim 2025,Konut,Satılık,Müstakil Ev,260 m²,320 m²,6+2,21 Ve Üzeri,,2,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Krediye Uygun,Bilinmiyor,Kat Mülkiyeti,Hayır,Boş,Yok,2,Genel Fiyat,İlan Numarası18171222İlan Güncelleme Tarihi05 Ekim 2025TürüKonutKategorisiSatılıkTipiMüstakil EvNet Metrekare260 m²Brüt Metrekare320 m²Oda Sayısı6+2Binanın Yaşı21 Ve ÜzeriBinanın Kat Sayısı2Isıtma TipiKombi DoğalgazKullanım DurumuMülk Sahibi OturuyorKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat MülkiyetiEşya DurumuBoşSite İçerisindeHayırTakasYokBanyo Sayısı2Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/yesilova-da-terasli-satilik-11-emsalsiz-daire-18258030,5.990.000 TL,,İzmir,Bornova,Yeşilova Mahallesi,18258030,,18 Ekim 2025,Konut,Satılık,Daire,45 m²,65 m²,1+1,3,3.Kat,9,Kombi Doğalgaz,Kiracı Oturuyor,Krediye Uygun,Bilinmiyor,Kat İrtifakı,Evet,Boş,Yok,1,Genel Fiyat,İlan Numarası18258030İlan Güncelleme Tarihi18 Ekim 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare45 m²Brüt Metrekare65 m²Oda Sayısı1+1Binanın Yaşı3Bulunduğu Kat3.KatBinanın Kat Sayısı9Isıtma TipiKombi DoğalgazKullanım DurumuKiracı OturuyorKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat İrtifakıSite İçerisindeEvetEşya DurumuBoşTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/bornova-evka-4-te-31-satilik-daire-18067644,3.850.000 TL,,İzmir,Bornova,Evka 4 Mahallesi,18067644,,14 Ekim 2025,Konut,Satılık,Daire,100 m²,110 m²,3+1,21 Ve Üzeri,1.Kat,9,Kombi Doğalgaz,Boş,Krediye Uygun Değil,Bilinmiyor,Kat İrtifakı,Hayır,Boş,Yok,1,Genel Fiyat,İlan Numarası18067644İlan Güncelleme Tarihi14 Ekim 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare100 m²Brüt Metrekare110 m²Oda Sayısı3+1Binanın Yaşı21 Ve ÜzeriBulunduğu Kat1.KatBinanın Kat Sayısı9Isıtma TipiKombi DoğalgazKullanım DurumuBoşKrediye UygunlukKrediye Uygun DeğilYatırıma UygunlukBilinmiyorTapu DurumuKat İrtifakıSite İçerisindeHayırEşya DurumuBoşTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/bornova-kizilay-mahallesinde-kapali-mutfakli-31-satilik-daire-18179262,4.950.000 TL,,İzmir,Bornova,Kızılay Mahallesi,18179262,,23 Ekim 2025,Konut,Satılık,Daire,100 m²,120 m²,3+1,21 Ve Üzeri,4.Kat,4,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Krediye Uygun,,Kat İrtifakı,Hayır,,,1,Genel Fiyat,İlan Numarası18179262İlan Güncelleme Tarihi23 Ekim 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare100 m²Brüt Metrekare120 m²Oda Sayısı3+1Binanın Yaşı21 Ve ÜzeriBulunduğu Kat4.KatBinanın Kat Sayısı4Isıtma TipiKombi DoğalgazKullanım DurumuMülk Sahibi OturuyorKrediye UygunlukKrediye UygunTapu DurumuKat İrtifakıSite İçerisindeHayırBanyo Sayısı1Ada3161Parsel9Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,3161.0,9.0,,,
https://www.emlakjet.com/ilan/turpa-heykelden-kullanim-rahatligiyla-one-cikan-harika-lokasyonda-bir-daire-18266406,6.250.000 TL,,İzmir,Bornova,İnönü Mahallesi,18266406,,19 Ekim 2025,Konut,Satılık,Daire,120 m²,180 m²,3+1,5-10,Yüksek Giriş,3,Kombi Doğalgaz,Boş,Bilinmiyor,,Kat Mülkiyeti,Hayır,,,2,Genel Fiyat,İlan Numarası18266406İlan Güncelleme Tarihi19 Ekim 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare120 m²Brüt Metrekare180 m²Oda Sayısı3+1Binanın Yaşı5-10Bulunduğu KatYüksek GirişBinanın Kat Sayısı3Isıtma TipiKombi DoğalgazKullanım DurumuBoşKrediye UygunlukBilinmiyorTapu DurumuKat MülkiyetiSite İçerisindeHayırBanyo Sayısı2Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/yuksek-kira-getirili-esyali-11-daire-18252652,3.150.000 TL,,İzmir,Bornova,Kızılay Mahallesi,18252652,,19 Ekim 2025,Konut,Satılık,Daire,40 m²,50 m²,1+1,5-10,2.Kat,2,Klimalı,Kiracı Oturuyor,Krediye Uygun,Bilinmiyor,Kat Mülkiyeti,Hayır,Eşyalı,Var,1,Genel Fiyat,İlan Numarası18252652İlan Güncelleme Tarihi19 Ekim 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare40 m²Brüt Metrekare50 m²Oda Sayısı1+1Binanın Yaşı5-10Bulunduğu Kat2.KatBinanın Kat Sayısı2Isıtma TipiKlimalıKullanım DurumuKiracı OturuyorKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat MülkiyetiSite İçerisindeHayırEşya DurumuEşyalıTakasVarBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/bornova-kizilay-mahallesinde-yatirimlik-ve-kullanisli-11-daire-18294632,2.500.000 TL,,İzmir,Bornova,Kızılay Mahallesi,18294632,,24 Ekim 2025,Konut,Satılık,Daire,65 m²,70 m²,1+1,5-10,4.Kat,4,Kombi Doğalgaz,Boş,Krediye Uygun Değil,Bilinmiyor,Hisseli Tapu,Hayır,Boş,Yok,1,Genel Fiyat,İlan Numarası18294632İlan Güncelleme Tarihi24 Ekim 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare65 m²Brüt Metrekare70 m²Oda Sayısı1+1Binanın Yaşı5-10Bulunduğu Kat4.KatBinanın Kat Sayısı4Isıtma TipiKombi DoğalgazKullanım DurumuBoşKrediye UygunlukKrediye Uygun DeğilYatırıma UygunlukBilinmiyorTapu DurumuHisseli TapuSite İçerisindeHayırEşya DurumuBoşTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/luks-yapili-terasi-mevcut-yatirima-uygun-satilik-2-18233927,4.150.000 TL,,İzmir,Bornova,İnönü Mahallesi,18233927,13 Ekim 2025,27 Kasım 2025,Konut,Satılık,Daire,80 m²,85 m²,2+1,16-20,1.Kat,4,Kombi Doğalgaz,Boş,Krediye Uygun,Yatırıma Uygun,Kat Mülkiyeti,Hayır,Boş,,1,Genel Fiyat,İlan Numarası18233927İlan Oluşturma Tarihi13 Ekim 2025İlan Güncelleme Tarihi27 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare80 m²Brüt Metrekare85 m²Oda Sayısı2+1Binanın Yaşı16-20Bulunduğu Kat1.KatBinanın Kat Sayısı4Isıtma TipiKombi DoğalgazKullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukYatırıma UygunYapı Durumuİkinci ElYapı TipiBetonarmeTapu DurumuKat MülkiyetiSite İçerisindeHayırEşya DurumuBoşKira Getirisi30000 TLBanyo Sayısı1Balkon DurumuVarBalkon Sayısı2Balkon TipiAçık BalkonWC Sayısı1Fiyat DurumuGenel FiyatGörüntülü Gezilebilir mi?EvetDaha Fazla Gör,İkinci El,Betonarme,30000 TL,Var,2.0,Açık Balkon,,,,,,1.0,,,,Evet,,
https://www.emlakjet.com/ilan/bornova-evka-3-aegean-forest-loft-doga-manzarali-luks-daire-18147858,9.500.000 TL,,İzmir,Bornova,Erzene Mahallesi,18147858,,01 Ekim 2025,Konut,Satılık,Daire,85 m²,95 m²,1+1,0 (Yeni),2.Kat,5,Yerden Isıtma,Boş,Krediye Uygun,Bilinmiyor,Kat İrtifakı,Evet,Boş,Var,2,Genel Fiyat,İlan Numarası18147858İlan Güncelleme Tarihi01 Ekim 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare85 m²Brüt Metrekare95 m²Oda Sayısı1+1Binanın Yaşı0 (Yeni)Bulunduğu Kat2.KatBinanın Kat Sayısı5Isıtma TipiYerden IsıtmaKullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat İrtifakıSite İçerisindeEvetEşya DurumuBoşTakasVarBanyo Sayısı2Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/sertac-gayrimenkulden-18079109,5.000.000 TL,,İzmir,Bornova,Erzene Mahallesi,18079109,17 Eylül 2025,29 Kasım 2025,Konut,Satılık,Müstakil Ev,120 m²,125 m²,3+1,16-20,,20,Kombi Doğalgaz,Boş,Krediye Uygun,Yatırıma Uygun,Kooperatiften Tapu,Evet,Boş,Yok,1,Genel Fiyat,İlan Numarası18079109İlan Oluşturma Tarihi17 Eylül 2025İlan Güncelleme Tarihi29 Kasım 2025TürüKonutKategorisiSatılıkTipiMüstakil EvNet Metrekare120 m²Brüt Metrekare125 m²Oda Sayısı3+1Binanın Yaşı16-20Binanın Kat Sayısı20Isıtma TipiKombi DoğalgazKullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukYatırıma UygunYapı Durumuİkinci ElYapı TipiBetonarmeTapu DurumuKooperatiften Tapuİpotek DurumuYokSite İçerisindeEvetEşya DurumuBoşAidat0 TLKira Getirisi40000 TLTakasYokBanyo Sayısı1Banyo Metrekare5 m²Balkon DurumuVarBalkon Sayısı1Balkon TipiAçık TerasBalkon Metrekare8 m²Salon Metrekare20 m²WC Sayısı1Fiyat DurumuGenel FiyatGörüntülü Gezilebilir mi?HayırZemin EtüdüVarDaha Fazla Gör,İkinci El,Betonarme,40000 TL,Var,1.0,Açık Teras,Yok,0 TL,5 m²,8 m²,20 m²,1.0,,,,Hayır,Var,
https://www.emlakjet.com/ilan/turyap-tan-saraykent-2-sitesi-nde-satilik-dubleks-31-villa-18141107,13.250.000 TL,,İzmir,Bornova,Erzene Mahallesi,18141107,,30 Eylül 2025,Konut,Satılık,Villa,140 m²,160 m²,3+1,21 Ve Üzeri,,2,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Krediye Uygun,Bilinmiyor,Kat Mülkiyeti,Evet,Boş,Var,1,Genel Fiyat,İlan Numarası18141107İlan Güncelleme Tarihi30 Eylül 2025TürüKonutKategorisiSatılıkTipiVillaNet Metrekare140 m²Brüt Metrekare160 m²Oda Sayısı3+1Binanın Yaşı21 Ve ÜzeriBinanın Kat Sayısı2Isıtma TipiKombi DoğalgazKullanım DurumuMülk Sahibi OturuyorKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat MülkiyetiEşya DurumuBoşSite İçerisindeEvetTakasVarBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/yakakoy-de-merkezde-bahceli-bakimli-mustakil-ev-18206280,16.250.000 TL,,İzmir,Bornova,Yakaköy Mahallesi,18206280,,10 Ekim 2025,Konut,Satılık,Müstakil Ev,240 m²,630 m²,4+1,21 Ve Üzeri,,2,Klimalı,Boş,Krediye Uygun,Yatırıma Uygun,Kat İrtifakı,Hayır,Boş,Var,2,Birim Fiyat,İlan Numarası18206280İlan Güncelleme Tarihi10 Ekim 2025TürüKonutKategorisiSatılıkTipiMüstakil EvNet Metrekare240 m²Brüt Metrekare630 m²Oda Sayısı4+1Binanın Yaşı21 Ve ÜzeriBinanın Kat Sayısı2Isıtma TipiKlimalıKullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukYatırıma UygunYapı Durumuİkinci ElYapı TipiBetonarmeTapu DurumuKat İrtifakıİpotek DurumuYokEşya DurumuBoşSite İçerisindeHayırAidat1 TLKira Getirisi50000 TLTakasVarBanyo Sayısı2Banyo Metrekare10 m²Balkon DurumuVarBalkon Sayısı2Balkon TipiAçık BalkonBalkon Metrekare20 m²Salon Metrekare25 m²WC Sayısı2WC Metrekare5 m²Fiyat DurumuBirim FiyatGörüntülü Gezilebilir mi?EvetZemin EtüdüYokDaha Fazla Gör,İkinci El,Betonarme,50000 TL,Var,2.0,Açık Balkon,Yok,1 TL,10 m²,20 m²,25 m²,2.0,5 m²,,,Evet,Yok,
https://www.emlakjet.com/ilan/bornova-ataturk-mahlesinde-21-tadilatli-bahceli-satilik-daire-18208198,4.000.000 TL,,İzmir,Bornova,Atatürk Mahallesi,18208198,,09 Ekim 2025,Konut,Satılık,Daire,70 m²,90 m²,2+1,16-20,Düz Giriş (Zemin),5,Kombi Doğalgaz,Boş,Krediye Uygun Değil,Bilinmiyor,Kat Mülkiyeti,Hayır,Boş,Yok,2,Genel Fiyat,İlan Numarası18208198İlan Güncelleme Tarihi09 Ekim 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare70 m²Brüt Metrekare90 m²Oda Sayısı2+1Binanın Yaşı16-20Bulunduğu KatDüz Giriş (Zemin)Binanın Kat Sayısı5Isıtma TipiKombi DoğalgazKullanım DurumuBoşKrediye UygunlukKrediye Uygun DeğilYatırıma UygunlukBilinmiyorTapu DurumuKat MülkiyetiSite İçerisindeHayırEşya DurumuBoşTakasYokBanyo Sayısı2Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/satilik-bornova-point-residence-21-daire-18101137,5.400.000 TL,,İzmir,Bornova,Yeşilova Mahallesi,18101137,,22 Eylül 2025,Konut,Satılık,Daire,69 m²,86 m²,2+1,5-10,25.Kat,30,Merkezi (Pay Ölçer),Boş,Krediye Uygun,Bilinmiyor,Kat İrtifakı,Evet,Boş,Yok,2,Genel Fiyat,İlan Numarası18101137İlan Güncelleme Tarihi22 Eylül 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare69 m²Brüt Metrekare86 m²Oda Sayısı2+1Binanın Yaşı5-10Bulunduğu Kat25.KatBinanın Kat Sayısı30Isıtma TipiMerkezi (Pay Ölçer)Kullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat İrtifakıSite İçerisindeEvetEşya DurumuBoşTakasYokBanyo Sayısı2Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,
