URL,Fiyat,Baslik,İl,İlçe,Mahalle,İlan Numarası,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Krediye Uygunluk,Yatırıma Uygunluk,Tapu Durumu,Eşya Durumu,Site İçerisinde,Takas,Banyo Sayısı,Fiyat Durumu,Aciklama,İlan Oluşturma Tarihi,Yapı Durumu,İpotek Durumu,Banyo Metrekare,Balkon Durumu,Balkon Sayısı,Balkon Tipi,Salon Metrekare,WC Sayısı,WC Metrekare,Zemin Etüdü,Bulunduğu Kat,Yapı Tipi,Balkon Metrekare,Parsel,Görüntülü Gezilebilir mi?,Ada,Kira Getirisi,Aidat,Kattaki Daire Sayısı,Pafta
https://www.emlakjet.com/ilan/bornova-dap-yapi-da-krediye-uygun-kiracili-daire-17841109,5.000.000 TL,,İzmir,Bornova,Barbaros Mahallesi,17841109,05 Kasım 2025,Konut,Satılık,Residence,56 m²,88 m²,1+1,4,30,Merkezi (Pay Ölçer),Kiracı Oturuyor,Krediye Uygun,,Kat İrtifakı,,Hayır,Yok,1,Genel Fiyat,İlan Numarası17841109İlan Güncelleme Tarihi05 Kasım 2025TürüKonutKategorisiSatılıkTipiResidenceNet Metrekare56 m²Brüt Metrekare88 m²Oda Sayısı1+1Binanın Yaşı4Bulunduğu Kat16.KatBinanın Kat Sayısı30Isıtma TipiMerkezi (Pay Ölçer)Kullanım DurumuKiracı OturuyorKrediye UygunlukKrediye UygunTapu DurumuKat İrtifakıSite İçerisindeHayırTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,16.Kat,,,,,,,,,
https://www.emlakjet.com/ilan/point-bornova-residance-korfez-manzarali-satilik-buyuk-tip-31-17871040,14.000.000 TL,,İzmir,Bornova,Yeşilova Mahallesi,17871040,31 Ekim 2025,Konut,Satılık,Daire,122 m²,175 m²,3+1,0 (Yeni),30,Yerden Isıtma,Boş,Krediye Uygun,Bilinmiyor,Kat Mülkiyeti,Boş,Evet,Yok,2,Genel Fiyat,İlan Numarası17871040İlan Güncelleme Tarihi31 Ekim 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare122 m²Brüt Metrekare175 m²Oda Sayısı3+1Binanın Yaşı0 (Yeni)Bulunduğu Kat16.KatBinanın Kat Sayısı30Isıtma TipiYerden IsıtmaKullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat MülkiyetiSite İçerisindeEvetEşya DurumuBoşTakasYokBanyo Sayısı2Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,16.Kat,,,,,,,,,
https://www.emlakjet.com/ilan/otuzbes-ten-kelepir-satilik-3-katli-binabornova-camkule-de-17633434,3.650.000 TL,,İzmir,Bornova,Çamkule Mahallesi,17633434,07 Kasım 2025,Konut,Satılık,Bina,95 m²,96 m²,2+1,21 Ve Üzeri,3,Isıtma Yok,Kiracı Oturuyor,Krediye Uygun,,Arsa Tapulu,,Hayır,,1,Genel Fiyat,İlan Numarası17633434İlan Güncelleme Tarihi07 Kasım 2025TürüKonutKategorisiSatılıkTipiBinaNet Metrekare95 m²Brüt Metrekare96 m²Oda Sayısı2+1Binanın Yaşı21 Ve ÜzeriBinanın Kat Sayısı3Isıtma TipiIsıtma YokKullanım DurumuKiracı OturuyorKrediye UygunlukKrediye UygunTapu DurumuArsa TapuluSite İçerisindeHayırAidat0 TLKira Getirisi20000 TLBanyo Sayısı1Balkon DurumuVarParsel5380Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,Var,,,,,,,,,,5380.0,,,20000 TL,0 TL,,
https://www.emlakjet.com/ilan/bornova-yatay-mimari-konsept-site-havuz-cephe-bahceli-11-daire-18000623,3.950.000 TL,,İzmir,Bornova,Doğanlar Mahallesi,18000623,03 Eylül 2025,Konut,Satılık,Daire,38 m²,58 m²,1+1,0 (Yeni),2,Kombi Doğalgaz,Boş,Krediye Uygun,Bilinmiyor,Kat Mülkiyeti,Boş,Evet,Yok,1,Genel Fiyat,İlan Numarası18000623İlan Güncelleme Tarihi03 Eylül 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare38 m²Brüt Metrekare58 m²Oda Sayısı1+1Binanın Yaşı0 (Yeni)Bulunduğu KatBahçe KatıBinanın Kat Sayısı2Isıtma TipiKombi DoğalgazKullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat MülkiyetiSite İçerisindeEvetEşya DurumuBoşTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,Bahçe Katı,,,,,,,,,
https://www.emlakjet.com/ilan/inonu-mahallesinde-luks-21-satilik-merkezi-konumda-daire-17903286,4.100.000 TL,,İzmir,Bornova,İnönü Mahallesi,17903286,26 Eylül 2025,Konut,Satılık,Daire,70 m²,80 m²,2+1,16-20,5,Kombi Doğalgaz,Boş,Bilinmiyor,Yatırıma Uygun,Kat Mülkiyeti,,Evet,Var,1,Genel Fiyat,İlan Numarası17903286İlan Güncelleme Tarihi26 Eylül 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare70 m²Brüt Metrekare80 m²Oda Sayısı2+1Binanın Yaşı16-20Bulunduğu Kat2.KatBinanın Kat Sayısı5Isıtma TipiKombi DoğalgazKullanım DurumuBoşKrediye UygunlukBilinmiyorYatırıma UygunlukYatırıma UygunYapı Durumuİkinci ElYapı TipiBetonarmeTapu DurumuKat MülkiyetiSite İçerisindeEvetKira Getirisi25000 TLTakasVarBanyo Sayısı1Balkon DurumuVarBalkon Sayısı1WC Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,İkinci El,,,Var,1,,,1.0,,,2.Kat,Betonarme,,,,,25000 TL,,,
https://www.emlakjet.com/ilan/camdibi-tuval-yapi-satilik-11-daire-17730137,3.500.000 TL,,İzmir,Bornova,Barbaros Mahallesi,17730137,24 Ekim 2025,Konut,Satılık,Daire,40 m²,50 m²,1+1,0 (Yeni),14,Kombi Doğalgaz,Boş,Krediye Uygun,Bilinmiyor,Kat Mülkiyeti,Boş,Hayır,Yok,1,Genel Fiyat,İlan Numarası17730137İlan Güncelleme Tarihi24 Ekim 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare40 m²Brüt Metrekare50 m²Oda Sayısı1+1Binanın Yaşı0 (Yeni)Bulunduğu Kat2.KatBinanın Kat Sayısı14Isıtma TipiKombi DoğalgazKullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat MülkiyetiSite İçerisindeHayırEşya DurumuBoşTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,2.Kat,,,,,,,,,
https://www.emlakjet.com/ilan/sertac-gayrimenkulden-bir-artibir-iki-artibir-daireler-17515978,3.750.000 TL,,İzmir,Bornova,Mevlana Mahallesi,17515978,29 Kasım 2025,Konut,Satılık,Müstakil Ev,70 m²,80 m²,2+1,11-15,4,Kombi Doğalgaz,Boş,Krediye Uygun,,Kooperatiften Tapu,,Hayır,,1,Genel Fiyat,İlan Numarası17515978İlan Oluşturma Tarihi20 Haziran 2025İlan Güncelleme Tarihi29 Kasım 2025TürüKonutKategorisiSatılıkTipiMüstakil EvNet Metrekare70 m²Brüt Metrekare80 m²Oda Sayısı2+1Binanın Yaşı11-15Binanın Kat Sayısı4Isıtma TipiKombi DoğalgazKullanım DurumuBoşKrediye UygunlukKrediye UygunTapu DurumuKooperatiften TapuSite İçerisindeHayırKira Getirisi20000 TLBanyo Sayısı1Banyo Metrekare1 m²Balkon DurumuVarBalkon Sayısı1WC Sayısı1WC Metrekare5 m²Fiyat DurumuGenel FiyatDaha Fazla Gör,20 Haziran 2025,,,1 m²,Var,1,,,1.0,5 m²,,,,,,,,20000 TL,,,
https://www.emlakjet.com/ilan/bornova-altindag-da-komple-satilik-bina-17778688,5.650.000 TL,,İzmir,Bornova,Zafer Mahallesi,17778688,24 Ekim 2025,Konut,Satılık,Daire,150 m²,158 m²,4+2,21 Ve Üzeri,3,Isıtma Yok,Boş,Krediye Uygun,,Arsa Tapulu,,Hayır,,Yok,Genel Fiyat,İlan Numarası17778688İlan Güncelleme Tarihi24 Ekim 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare150 m²Brüt Metrekare158 m²Oda Sayısı4+2Binanın Yaşı21 Ve ÜzeriBulunduğu KatMüstakilBinanın Kat Sayısı3Isıtma TipiIsıtma YokKullanım DurumuBoşKrediye UygunlukKrediye UygunTapu DurumuArsa TapuluSite İçerisindeHayırBanyo SayısıYokFiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,Müstakil,,,,,,,,,
https://www.emlakjet.com/ilan/bornova-kucuk-park-merkezde-isyerine-uygun-satilik-31-daire-17570800,7.150.000 TL,,İzmir,Bornova,Kazımdirik Mahallesi,17570800,18 Eylül 2025,Konut,Satılık,Daire,120 m²,130 m²,3+1,11-15,4,Klimalı,Boş,Krediye Uygun Değil,Bilinmiyor,Kat İrtifakı,,Hayır,Yok,1,Genel Fiyat,İlan Numarası17570800İlan Güncelleme Tarihi18 Eylül 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare120 m²Brüt Metrekare130 m²Oda Sayısı3+1Binanın Yaşı11-15Bulunduğu KatYüksek GirişBinanın Kat Sayısı4Isıtma TipiKlimalıKullanım DurumuBoşKrediye UygunlukKrediye Uygun DeğilYatırıma UygunlukBilinmiyorYapı Durumuİkinci ElYapı TipiBetonarmeTapu DurumuKat İrtifakıSite İçerisindeHayırAidat200 TLTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,İkinci El,,,,,,,,,,Yüksek Giriş,Betonarme,,,,,,200 TL,,
https://www.emlakjet.com/ilan/bornova-evka-4te-komple-yenilenmis-site-ici-satilik-daire-18014101,4.600.000 TL,,İzmir,Bornova,Evka 4 Mahallesi,18014101,31 Ekim 2025,Konut,Satılık,Daire,75 m²,78 m²,2+1,11-15,10,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Krediye Uygun,Bilinmiyor,Kat İrtifakı,Boş,Hayır,Yok,1,Genel Fiyat,İlan Numarası18014101İlan Güncelleme Tarihi31 Ekim 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare75 m²Brüt Metrekare78 m²Oda Sayısı2+1Binanın Yaşı11-15Bulunduğu Kat10.KatBinanın Kat Sayısı10Isıtma TipiKombi DoğalgazKullanım DurumuMülk Sahibi OturuyorKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat İrtifakıSite İçerisindeHayırEşya DurumuBoşTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,10.Kat,,,,,,,,,
https://www.emlakjet.com/ilan/viven-tower-projesinde-21-deniz-manzarali-yatirima-uygun-firsat-17903373,7.500.000 TL,,İzmir,Bornova,Yeşilova Mahallesi,17903373,24 Ekim 2025,Konut,Satılık,Daire,52 m²,78 m²,2+1,0 (Yeni),30,Yerden Isıtma,Boş,Krediye Uygun Değil,Bilinmiyor,Kat İrtifakı,Boş,Hayır,Var,1,Genel Fiyat,İlan Numarası17903373İlan Güncelleme Tarihi24 Ekim 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare52 m²Brüt Metrekare78 m²Oda Sayısı2+1Binanın Yaşı0 (Yeni)Bulunduğu Kat17.KatBinanın Kat Sayısı30Isıtma TipiYerden IsıtmaKullanım DurumuBoşKrediye UygunlukKrediye Uygun DeğilYatırıma UygunlukBilinmiyorTapu DurumuKat İrtifakıSite İçerisindeHayırEşya DurumuBoşTakasVarBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,17.Kat,,,,,,,,,
https://www.emlakjet.com/ilan/zafer-mahallesinde-satilik-21-daire-17790656,2.300.000 TL,,İzmir,Bornova,Zafer Mahallesi,17790656,24 Kasım 2025,Konut,Satılık,Daire,110 m²,135 m²,2.5+1,21 Ve Üzeri,3,Kombi Doğalgaz,Boş,Krediye Uygun Değil,Bilinmiyor,Kat Mülkiyeti,Boş,Hayır,Yok,1,Genel Fiyat,İlan Numarası17790656İlan Oluşturma Tarihi09 Ağustos 2025İlan Güncelleme Tarihi24 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare110 m²Brüt Metrekare135 m²Oda Sayısı2.5+1Binanın Yaşı21 Ve ÜzeriBulunduğu KatYüksek GirişBinanın Kat Sayısı3Isıtma TipiKombi DoğalgazKullanım DurumuBoşKrediye UygunlukKrediye Uygun DeğilYatırıma UygunlukBilinmiyorTapu DurumuKat MülkiyetiSite İçerisindeHayırEşya DurumuBoşTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,09 Ağustos 2025,,,,,,,,,,,Yüksek Giriş,,,,,,,,,
https://www.emlakjet.com/ilan/blackstone-dan-acil-satilik-firsat-daire-17661489,3.950.000 TL,,İzmir,Bornova,Zafer Mahallesi,17661489,15 Eylül 2025,Konut,Satılık,Daire,78 m²,90 m²,2+1,4,3,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Krediye Uygun,Bilinmiyor,Kat İrtifakı,Boş,Hayır,Yok,1,Genel Fiyat,İlan Numarası17661489İlan Güncelleme Tarihi15 Eylül 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare78 m²Brüt Metrekare90 m²Oda Sayısı2+1Binanın Yaşı4Bulunduğu Kat3.KatBinanın Kat Sayısı3Isıtma TipiKombi DoğalgazKullanım DurumuMülk Sahibi OturuyorKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat İrtifakıSite İçerisindeHayırEşya DurumuBoşTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,3.Kat,,,,,,,,,
https://www.emlakjet.com/ilan/11-bornova-varyant-tower-residance-luks-esyali-satilik-daire-17914861,6.500.000 TL,,İzmir,Bornova,Rafet Paşa Mahallesi,17914861,26 Ekim 2025,Konut,Satılık,Residence,45 m²,62 m²,1+1,5-10,25,VRV,Kiracı Oturuyor,Krediye Uygun,Bilinmiyor,Kat İrtifakı,Eşyalı,Evet,Yok,1,Genel Fiyat,İlan Numarası17914861İlan Güncelleme Tarihi26 Ekim 2025TürüKonutKategorisiSatılıkTipiResidenceNet Metrekare45 m²Brüt Metrekare62 m²Oda Sayısı1+1Binanın Yaşı5-10Bulunduğu Kat7.KatBinanın Kat Sayısı25Isıtma TipiVRVKullanım DurumuKiracı OturuyorKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat İrtifakıSite İçerisindeEvetEşya DurumuEşyalıTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,7.Kat,,,,,,,,,
https://www.emlakjet.com/ilan/sertac-gayrimenkulden-17515859,2.600.000 TL,,İzmir,Bornova,Mevlana Mahallesi,17515859,29 Kasım 2025,Konut,Satılık,Müstakil Ev,50 m²,60 m²,1+1,5-10,4,Kombi Doğalgaz,Boş,Bilinmiyor,,Kooperatiften Tapu,,Evet,,1,Genel Fiyat,İlan Numarası17515859İlan Oluşturma Tarihi20 Haziran 2025İlan Güncelleme Tarihi29 Kasım 2025TürüKonutKategorisiSatılıkTipiMüstakil EvNet Metrekare50 m²Brüt Metrekare60 m²Oda Sayısı1+1Binanın Yaşı5-10Binanın Kat Sayısı4Isıtma TipiKombi DoğalgazKullanım DurumuBoşKrediye UygunlukBilinmiyorTapu DurumuKooperatiften TapuSite İçerisindeEvetKira Getirisi15000 TLBanyo Sayısı1Balkon DurumuVarBalkon Sayısı1Balkon TipiKapalı BalkonWC Sayısı1WC Metrekare5 m²Fiyat DurumuGenel FiyatDaha Fazla Gör,20 Haziran 2025,,,,Var,1,Kapalı Balkon,,1.0,5 m²,,,,,,,,15000 TL,,,
https://www.emlakjet.com/ilan/e-b-bornova-dap-izmir-2-kisilik-full-esyali-10-satilik-daire-17965972,2.985.000 TL,,İzmir,Bornova,Barbaros Mahallesi,17965972,28 Eylül 2025,Konut,Satılık,Daire,28 m²,34 m²,Stüdyo,4,30,Merkezi (Pay Ölçer),Boş,Krediye Uygun,Bilinmiyor,Kat Mülkiyeti,Eşyalı,Evet,Yok,1,Genel Fiyat,İlan Numarası17965972İlan Güncelleme Tarihi28 Eylül 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare28 m²Brüt Metrekare34 m²Oda SayısıStüdyoBinanın Yaşı4Bulunduğu Kat14.KatBinanın Kat Sayısı30Isıtma TipiMerkezi (Pay Ölçer)Kullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat MülkiyetiSite İçerisindeEvetEşya DurumuEşyalıTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,14.Kat,,,,,,,,,
https://www.emlakjet.com/ilan/bornova-gediz-caddesinde-dogalgazli-asansorlu-31-daire-17677581,4.600.000 TL,,İzmir,Bornova,Kazımdirik Mahallesi,17677581,28 Kasım 2025,Konut,Satılık,Daire,120 m²,125 m²,3+1,21 Ve Üzeri,8,Kombi Doğalgaz,Kiracı Oturuyor,Krediye Uygun,Bilinmiyor,Kat Mülkiyeti,Boş,Hayır,Yok,1,Genel Fiyat,İlan Numarası17677581İlan Oluşturma Tarihi19 Temmuz 2025İlan Güncelleme Tarihi28 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare120 m²Brüt Metrekare125 m²Oda Sayısı3+1Binanın Yaşı21 Ve ÜzeriBulunduğu Kat4.KatBinanın Kat Sayısı8Isıtma TipiKombi DoğalgazKullanım DurumuKiracı OturuyorKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat MülkiyetiSite İçerisindeHayırEşya DurumuBoşTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,19 Temmuz 2025,,,,,,,,,,,4.Kat,,,,,,,,,
https://www.emlakjet.com/ilan/bornova-kazimdirik-te-satilik-31-daire-17925390,4.000.000 TL,,İzmir,Bornova,Kazımdirik Mahallesi,17925390,30 Ekim 2025,Konut,Satılık,Daire,110 m²,120 m²,3+1,21 Ve Üzeri,8,Kombi Doğalgaz,Kiracı Oturuyor,Krediye Uygun,Bilinmiyor,Kat Mülkiyeti,Eşyalı,Hayır,Yok,1,Genel Fiyat,İlan Numarası17925390İlan Güncelleme Tarihi30 Ekim 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare110 m²Brüt Metrekare120 m²Oda Sayısı3+1Binanın Yaşı21 Ve ÜzeriBulunduğu KatDüz Giriş (Zemin)Binanın Kat Sayısı8Isıtma TipiKombi DoğalgazKullanım DurumuKiracı OturuyorKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat MülkiyetiSite İçerisindeHayırEşya DurumuEşyalıTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,Düz Giriş (Zemin),,,,,,,,,
https://www.emlakjet.com/ilan/turpa-saygindan-nest-camdibi-konutlarinda-17877318,6.750.000 TL,,İzmir,Bornova,Tuna Mahallesi,17877318,24 Kasım 2025,Konut,Satılık,Daire,110 m²,125 m²,3+1,5-10,14,Merkezi (Pay Ölçer),Boş,Krediye Uygun,Bilinmiyor,Kat İrtifakı,,Hayır,Yok,2,Genel Fiyat,İlan Numarası17877318İlan Oluşturma Tarihi14 Ağustos 2025İlan Güncelleme Tarihi24 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare110 m²Brüt Metrekare125 m²Oda Sayısı3+1Binanın Yaşı5-10Bulunduğu Kat6.KatBinanın Kat Sayısı14Isıtma TipiMerkezi (Pay Ölçer)Kullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat İrtifakıSite İçerisindeHayırTakasYokBanyo Sayısı2Fiyat DurumuGenel FiyatDaha Fazla Gör,14 Ağustos 2025,,,,,,,,,,,6.Kat,,,,,,,,,
https://www.emlakjet.com/ilan/camdibinde-3-katli-kiracili-satilik-mustakil-ev-17554801,4.750.000 TL,,İzmir,Bornova,Çınar Mahallesi,17554801,26 Kasım 2025,Konut,Satılık,Müstakil Ev,100 m²,112 m²,3+1,21 Ve Üzeri,3,Sobalı,Kiracı Oturuyor,Krediye Uygun,Bilinmiyor,Müstakil Tapulu,Boş,Hayır,Yok,3,Genel Fiyat,İlan Numarası17554801İlan Oluşturma Tarihi27 Haziran 2025İlan Güncelleme Tarihi26 Kasım 2025TürüKonutKategorisiSatılıkTipiMüstakil EvNet Metrekare100 m²Brüt Metrekare112 m²Oda Sayısı3+1Binanın Yaşı21 Ve ÜzeriBinanın Kat Sayısı3Isıtma TipiSobalıKullanım DurumuKiracı OturuyorKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuMüstakil TapuluSite İçerisindeHayırEşya DurumuBoşTakasYokBanyo Sayısı3Fiyat DurumuGenel FiyatDaha Fazla Gör,27 Haziran 2025,,,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/bornova-mevlana-mahallesi-satilik-21-kapali-mutfak-daire-18043841,3.000.000 TL,,İzmir,Bornova,Mevlana Mahallesi,18043841,28 Kasım 2025,Konut,Satılık,Daire,90 m²,100 m²,2+1,11-15,4,Kombi Doğalgaz,Kiracı Oturuyor,Krediye Uygun,Bilinmiyor,Kat Mülkiyeti,Boş,Hayır,Yok,1,Genel Fiyat,İlan Numarası18043841İlan Oluşturma Tarihi11 Eylül 2025İlan Güncelleme Tarihi28 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare90 m²Brüt Metrekare100 m²Oda Sayısı2+1Binanın Yaşı11-15Bulunduğu Kat4.KatBinanın Kat Sayısı4Isıtma TipiKombi DoğalgazKullanım DurumuKiracı OturuyorKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat MülkiyetiSite İçerisindeHayırEşya DurumuBoşTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,11 Eylül 2025,,,,,,,,,,,4.Kat,,,,,,,,,
https://www.emlakjet.com/ilan/tek-gayrimenkulden-31-135m2-temiz-bakimli-daire-17926870,5.150.000 TL,,İzmir,Bornova,İnönü Mahallesi,17926870,01 Ekim 2025,Konut,Satılık,Daire,135 m²,140 m²,3+1,16-20,5,Kombi Doğalgaz,Boş,Krediye Uygun Değil,Bilinmiyor,Kat Mülkiyeti,Boş,Hayır,Yok,1,Genel Fiyat,İlan Numarası17926870İlan Güncelleme Tarihi01 Ekim 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare135 m²Brüt Metrekare140 m²Oda Sayısı3+1Binanın Yaşı16-20Bulunduğu Kat3.KatBinanın Kat Sayısı5Isıtma TipiKombi DoğalgazKullanım DurumuBoşKrediye UygunlukKrediye Uygun DeğilYatırıma UygunlukBilinmiyorTapu DurumuKat MülkiyetiSite İçerisindeHayırEşya DurumuBoşTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,3.Kat,,,,,,,,,
https://www.emlakjet.com/ilan/evka-3-de-satilik-kose-konumlu-bahceli-ferah-41-tripleks-villa-17946437,13.550.000 TL,,İzmir,Bornova,Evka 3 Mahallesi,17946437,08 Kasım 2025,Konut,Satılık,Villa,185 m²,245 m²,4+1,21 Ve Üzeri,3,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Krediye Uygun,Bilinmiyor,Kat Mülkiyeti,Boş,Hayır,Var,2,Genel Fiyat,İlan Numarası17946437İlan Güncelleme Tarihi08 Kasım 2025TürüKonutKategorisiSatılıkTipiVillaNet Metrekare185 m²Brüt Metrekare245 m²Oda Sayısı4+1Binanın Yaşı21 Ve ÜzeriBinanın Kat Sayısı3Isıtma TipiKombi DoğalgazKullanım DurumuMülk Sahibi OturuyorKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat MülkiyetiEşya DurumuBoşSite İçerisindeHayırTakasVarBanyo Sayısı2Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/bornova-isikkent-de-31-genis-ferah-daire-17876629,3.975.000 TL,,İzmir,Bornova,Egemenlik Mahallesi,17876629,24 Eylül 2025,Konut,Satılık,Daire,125 m²,150 m²,3+1,21 Ve Üzeri,3,Kombi Doğalgaz,Kiracı Oturuyor,Krediye Uygun,Bilinmiyor,Kat İrtifakı,Boş,Hayır,Var,1,Genel Fiyat,İlan Numarası17876629İlan Güncelleme Tarihi24 Eylül 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare125 m²Brüt Metrekare150 m²Oda Sayısı3+1Binanın Yaşı21 Ve ÜzeriBulunduğu Kat1.KatBinanın Kat Sayısı3Isıtma TipiKombi DoğalgazKullanım DurumuKiracı OturuyorKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat İrtifakıSite İçerisindeHayırEşya DurumuBoşTakasVarBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,1.Kat,,,,,,,,,
https://www.emlakjet.com/ilan/park-yasam-bornova-yasar-uni-yani-satilik-31-havuz-cephe-daire-17996137,14.900.000 TL,,İzmir,Bornova,Kazımdirik Mahallesi,17996137,02 Eylül 2025,Konut,Satılık,Daire,110 m²,120 m²,3+1,1,8,Merkezi (Pay Ölçer),Boş,Krediye Uygun,Bilinmiyor,Kat İrtifakı,Boş,Evet,Yok,2,Genel Fiyat,İlan Numarası17996137İlan Güncelleme Tarihi02 Eylül 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare110 m²Brüt Metrekare120 m²Oda Sayısı3+1Binanın Yaşı1Bulunduğu Kat1.KatBinanın Kat Sayısı8Isıtma TipiMerkezi (Pay Ölçer)Kullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat İrtifakıSite İçerisindeEvetEşya DurumuBoşTakasYokBanyo Sayısı2Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,1.Kat,,,,,,,,,
https://www.emlakjet.com/ilan/bornova-mevlana-mahallesi-nde-4-katli-komple-satilik-bina-17740449,13.400.000 TL,,İzmir,Bornova,Mevlana Mahallesi,17740449,26 Kasım 2025,Konut,Satılık,Bina,440 m²,530 m²,3+1,21 Ve Üzeri,4,Kombi Doğalgaz,Kiracı Oturuyor,Krediye Uygun,,Kat Mülkiyeti,,Hayır,,1,Genel Fiyat,İlan Numarası17740449İlan Oluşturma Tarihi30 Temmuz 2025İlan Güncelleme Tarihi26 Kasım 2025TürüKonutKategorisiSatılıkTipiBinaNet Metrekare440 m²Brüt Metrekare530 m²Oda Sayısı3+1Binanın Yaşı21 Ve ÜzeriBinanın Kat Sayısı4Isıtma TipiKombi DoğalgazKullanım DurumuKiracı OturuyorKrediye UygunlukKrediye UygunTapu DurumuKat MülkiyetiSite İçerisindeHayırBanyo Sayısı1Ada22144Parsel17Fiyat DurumuGenel FiyatDaha Fazla Gör,30 Temmuz 2025,,,,,,,,,,,,,,17.0,,22144.0,,,,
